Date,Time,Network,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views
25/06/2023,3:30 PM,Twitter,Photo,Kemi Amoo,"Make it a date with us at the Ladies At The Table Empowerment Series 3.0 (LATTES). 
Don’t forget to tell a friend.
Click https://t.co/YKr7kMh3TC to register.
#LATTES
#ITCANBE https://t.co/rsR6NVITfX","1,336","348,667",3.14%,42,9,2,4,0.45%,6,21,27,9,0,11,1,0,0,0,9
25/06/2023,9:49 PM,Twitter,Text, ,"Running your business without a plan? It shouldn’t be!
Here is a simple outline you can follow.
(THREAD)","3,506","347,181",0.97%,34,14,2,3,0,0,15,15,0,0,11,4,0,0,0,0
24/06/2023,9:00 AM,Twitter,Photo,Sophia Amuka,"Remember, a strong business requires a strong leader. Take extra care of yourself this weekend. 💼💫
Wishing you a restful and rejuvenating weekend!
#ITCANBE https://t.co/jlYtzhRx1A","1,854","346,835",2.16%,40,16,9,3,0,0,12,12,3,1,4,4,0,0,0,3
24/06/2023,12:00 PM,Twitter,Photo,Sophia Amuka,"We know there’s so much more your business can do. Book a session with our experts today and let’s get you started on investing for your business.
Click https://t.co/g2gag0Fp2Z to learn more.
#ITCANBE https://t.co/rKP1MLrVzq",990,"345,434",2.12%,21,8,2,1,0%,0,10,10,2,0,6,2,0,0,0,2
24/06/2023,3:00 PM,Twitter,Photo,Sophia Amuka,"Pay your mechanic, buy fuel, pay for oil change and keep track of all logistics costs.
Get a Stanbic IBTC Car Maintenance Card to keep business moving, literally. 
Email CallMe@stanbicibtc.com to begin.
#ITCANBE https://t.co/adLb82D33M","1,339","345,665",2.32%,31,6,4,1,0,0,20,20,7,0,10,3,0,0,0,7
24/06/2023,6:00 PM,Twitter,Photo,Sophia Amuka,"Be smart and protect your business account at all costs! Remember that we will never call or email you to ask for your PIN or password.
If you suspect your account has been compromised, call 0700 909 909 909 immediately!
#ITCANBE https://t.co/MmmQpQyzVY","1,631","345,461",2.33%,38,6,6,1,0,0,25,25,6,0,18,1,0,0,0,6
23/06/2023,9:00 AM,Twitter,Video,Sophia Amuka,"There’s no greater satisfaction than service to humanity.
This was the driving force of our Operations Shared service team as they donated medical equipment to Sabon Tasha General Hospital in Kaduna State, Nigeria.
#ITCANBE https://t.co/FBSBtcnLUc","1,151","345,837",2.09%,24,5,8,2,0,0,9,9,3,0,6,0,0,0,0,84
23/06/2023,10:41 AM,Twitter,Video,Damilare Oyekanmi,"Preserve cherished memories of your loved ones and create unforgettable farewells with the Stanbic IBTC Sunset Benefit Plan. Explore further in the latest episode of our insightful series on 'Chemistry of Wealth.' Listen now at https://t.co/4vCihs0phS
#ITCANBE https://t.co/5wb3upqCYv","1,372","345,419",9.77%,134,94,7,1,0.15%,2,30,32,4,0,24,2,0,0,2,74
23/06/2023,12:00 PM,Twitter,Photo,Sophia Amuka,"With us as your Escrow agent, you can carry out business transactions with less risk. Visit https://t.co/Vpi2dFtNMM to learn more or send an email to CallMe@stanbicibtc.com to get started. https://t.co/bHzMR42HLC","1,077","345,605",2.14%,23,7,6,2,0.09%,1,7,8,5,0,0,2,0,0,0,5
23/06/2023,12:45 PM,Twitter,Video,Damilare Oyekanmi,"We believe in running our business with Humanity! Join us in making a positive impact by transforming the lives of children without limbs, restoring their physical abilities, and igniting their hopes and dreams. 
Watch the full video here - https://t.co/TZM6Cu1YxT
#Together4ALimb https://t.co/JQ5gBIKaHB","2,011","407,599",32.52%,654,544,35,55,0.05%,1,19,20,9,0,5,5,0,0,1,169
23/06/2023,5:29 PM,Twitter,Photo,Blessing Ubah,"Mark your calendars, Ibadan! 
The business masterclass is on its way to you. 
Register here for an opportunity that will change the course of your business - https://t.co/8TuJC0T3V2
#ITCANBE https://t.co/hiOXnyvJlU","1,158","345,751",2.42%,28,13,3,2,0.17%,2,8,10,5,0,3,0,0,0,0,5
23/06/2023,6:00 PM,Twitter,Video,Sophia Amuka,"Have you caught up on all the fun and magic from the FUZE Talent Hunt?
Click https://t.co/oR0uTx0tov  to watch now!
#FUZE
#IgniteYourFuze
#ITCANBE https://t.co/VEf65ItseO","1,181","345,463",2.62%,31,6,4,2,0.08%,1,18,19,13,1,4,0,0,0,0,100
22/06/2023,8:30 AM,Twitter,Video, ,"You bloom when you're connected to us.
Join a community of women who mean business, join the Blue Blossom Community!
Click https://t.co/NaTOTTAiGF to get started.
#GoBloom
#ITCANBE https://t.co/A8Wwt0L9zw","1,081","345,672",1.57%,17,5,0,1,0%,0,11,11,8,0,3,0,0,0,0,85
22/06/2023,9:30 AM,Twitter,Photo,Sophia Amuka,"Running a business is not for the faint-hearted. If you’re just starting, we applaud you. Here are some tips for you.
Got any other tips? Share in the comments, you might just be helping someone.
#SMETip
#ITCANBE https://t.co/6fCYh6e1Jy",980,"347,030",2.04%,20,3,1,3,0,0,13,13,11,1,1,0,0,0,0,11
22/06/2023,11:00 AM,Twitter,Video,Sophia Amuka,"#Throwback to when the kids ‘blue’ us away with their energy and fun at the Blue Kids Children’s Day Party 🎉 🎈 🎊 
We can’t wait for next year’s edition 😉 
#ITCANBE
#BlueKids https://t.co/gC7GC3uaS3",881,"345,675",2.16%,19,3,0,1,0,0,15,15,10,0,3,2,0,0,0,69
22/06/2023,3:00 PM,Twitter,Photo,Sophia Amuka,"When you invest in FGN Bonds, you lay the building blocks for a stable future. To learn more, click https://t.co/LVgneOaksM
#Invest
#ITCANBE https://t.co/CUktAVeuXG","1,248","345,256",2.72%,34,6,4,0,0.48%,6,17,23,3,1,12,1,1,1,0,3
22/06/2023,5:30 PM,Twitter,Photo,Sophia Amuka,"Don’t let unforeseen circumstances bring your business to a halt. 
Let us provide you with the #bestinsurancedeals to get your business covered. Send an email to insurancesolution@stanbicibtc.com or call 01 277 0394 to begin.
#ITCANBE https://t.co/7fpJ4ga5Kf","1,149","345,409",1.74%,20,6,3,1,0,0,10,10,6,0,3,1,0,0,0,6
22/06/2023,8:00 PM,Twitter,Photo,Sophia Amuka,"Need your bank statement but no time to walk into a branch?
We’ve got you covered. Log in to your Internet Banking portal to begin.
#ITCANBE https://t.co/X0tlq6qUNK","1,365","345,726",1.76%,24,5,3,2,0,0,14,14,9,1,4,0,0,0,0,9
22/06/2023,9:08 PM,Twitter,Photo,Damilare Oyekanmi,"With our Ladies At The Table Empowerment Series, you can reach your greatest potential!
Don't miss out on the opportunity to connect with inspirational women and embark on a transforming journey toward empowerment. Click https://t.co/ymGdov6B3W to reserve your spot.

#LATTES https://t.co/y624NXDH2P","1,148","359,293",1.48%,17,4,5,1,0.26%,3,4,7,2,0,1,1,0,0,0,2
21/06/2023,9:07 AM,Twitter,Photo,Kemi Amoo,"Where are the ladies? 
We invite you to join us for the third edition of the Ladies At The Table Empowerment Series (LATTES) 3.0.
Tell your friend to tell a friend.
Don't miss out!
#LATTES
#ITCANBE https://t.co/gevxf68ypi","1,146","346,646",2.36%,27,11,4,2,0,0,9,9,6,1,2,0,1,1,1,6
21/06/2023,7:31 PM,Twitter,Photo, ,"A Private Trust serves as a foundation for asset protection, preserving family wealth, and confidentiality. 
Leave a lasting legacy that echoes your love for generations to come.
Call 01 270 6800 or email CallMe@stanbicibtc.com to begin.

#WealthWednesday
#ITCANBE https://t.co/NOHkS2cS2e","1,358","345,962",2.28%,31,7,2,2,0.07%,1,18,19,14,0,4,0,1,1,0,14
20/06/2023,9:54 AM,Twitter,Video, ,"The empowerment of every Nigerian woman is the reason we created the Blue Blossom Community. As a forward-thinking organisation, we understand that uplifting women is essential for our economic growth and development.
To join the Blue Blossom Community and learn how we can help… https://t.co/cSsGynq92K",986,"346,454",1.83%,18,4,1,1,0.20%,2,10,12,7,0,1,2,0,0,0,70
20/06/2023,12:00 PM,Twitter,Video,Sophia Amuka,"Here's how you can sell your owned stocks on the Stanbic IBTC Mobile App. All you have to do is follow the steps in the videos and voila! We will take care of the rest for you.
#Invest
#TrustedBroker
#ITCANBE https://t.co/gO8ykM9z1S","1,044","345,224",1.92%,20,5,3,0,0,0,12,12,9,0,2,1,0,0,0,78
20/06/2023,3:00 PM,Twitter,Video,Sophia Amuka,"It’s been two years since we started making millionaires and we are not stopping anytime soon. 😎 
The millionaire train is coming your way soon! 💃🏾 🕺🏾 
#Reward4Saving3
#ITCANBE https://t.co/xnmf7WrLeg","1,024","345,234",2.34%,24,3,3,0,0,0,18,18,8,2,5,3,0,0,0,118
20/06/2023,5:41 PM,Twitter,Photo,Damilare Oyekanmi,"Shielding your precious assets is a must-do!
Discover the ultimate love language for your assets in our latest blog post, packed with tips and tricks to safeguard them.
Visit https://t.co/jI5vqHJQyw to delve into the world of asset protection.
#ITCANBE https://t.co/DvFZ1WLdgz","1,645","345,395",1.22%,20,7,1,1,0%,0,11,11,5,0,5,1,0,0,0,5
20/06/2023,7:10 PM,Twitter,Photo,Sophia Amuka,"Life insurance: A parting gift that takes care of the final tab, ensuring your farewell party doesn't leave your loved ones singing the funeral expense blues.
Contact us at insure@stanbicibtc.com or dial 01 270 6801.
#ITCANBE https://t.co/89FYNw2ysf","1,284","346,719",1.56%,20,2,5,2,0,0,11,11,3,0,8,0,0,0,0,3
19/06/2023,8:00 AM,Twitter,Photo,Sophia Amuka,"Remember, you are your only competitor!
Keep being YOU and MORE 😉 
 #ITCANBE https://t.co/oW0jEw4G3f","1,528","345,359",2.29%,35,5,9,1,0,0,20,20,10,0,8,2,0,0,0,10
19/06/2023,1:42 PM,Twitter,Video,Sophia Amuka,"Join us in witnessing the remarkable music, dance, fashion, and tech talents as they take the world by storm. Don't miss out on the electrifying Stanbic IBTC FUZE Talent Hunt! 
Click here to watch - https://t.co/p2KIr3X7a4
#ITCANBE https://t.co/bsXAAYcbfM","1,620","345,357",1.98%,32,7,4,1,0.12%,2,18,20,6,0,9,3,0,0,0,160
19/06/2023,1:42 PM,Twitter,Photo,Damilare Oyekanmi,"If you're curious about investing in bonds, our latest blog post has got you covered! Gain insights on how to make the most of this reliable investment option.
Click https://t.co/uBSWA7ID7d to discover the secrets of a successful bond investment.
#ITCANBE https://t.co/NqK2Kgs6HN","1,201","345,903",1.42%,17,2,3,2,0.25%,3,7,10,3,0,3,1,0,0,0,3
18/06/2023,8:24 AM,Twitter,Video,Blessing Ubah,"Dear Dads, thank you for always being there. Your unwavering love, guidance, and sacrifices have shaped us to be better every day.
Happy Father's Day 💙
#ITCANBE https://t.co/ZoXSjyuC86","1,292","348,138",3.79%,49,13,2,4,0,0,30,30,20,0,8,2,0,0,0,117
18/06/2023,2:07 PM,Twitter,Photo,Sophia Amuka,"Looking to keep the banter flowing with dad?
Dial *909*1# to buy instant airtime now.
#ITCANBE https://t.co/E65cKTpkQa","1,546","348,833",1.68%,26,7,5,2,0,0,12,12,4,0,3,5,0,0,0,4
18/06/2023,3:53 PM,Twitter,Photo,Blessing Ubah,"Fathers are awesome, that’s all we can say 😊
Let us know which of these best portrays your dad.
#ITCANBE https://t.co/7WB7fVY4Ub","1,491","346,794",6.04%,90,8,8,3,0.07%,1,70,71,55,0,14,1,0,0,0,55
17/06/2023,10:00 AM,Twitter,Photo,Sophia Amuka,"Stay sharp and beat those scammers at their own game.
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.​
#ScamAlert​
#ITCANBE https://t.co/4TWA4BMAlT","1,319","345,314",1.36%,18,6,5,1,0.08%,1,5,6,4,0,1,0,0,0,0,4
17/06/2023,11:04 AM,Twitter,Video,Damilare Oyekanmi,"It's never too early to start planning for an extraordinary future. Learn more about securing a remarkable future by starting your pension journey in the latest episode of our insightful ""Chemistry of Wealth"".
Listen to the full episode here - https://t.co/4vCihs0phS

#ITCANBE https://t.co/IQJv5krpK6","1,717","345,741",8.44%,145,120,7,2,0.12%,2,14,16,5,0,4,5,0,0,0,155
17/06/2023,2:50 PM,Twitter,Photo,Sophia Amuka,"Ready to break through limitations and take your export business to new heights? Look no further! 
Hop on over to https://t.co/aiDZUQ0guF  now.
#ITCANBE https://t.co/zWcJnXlE6l","1,794","345,315",2.12%,38,6,3,1,0%,0,28,28,21,0,6,1,0,0,0,21
17/06/2023,6:02 PM,Twitter,Photo,Sophia Amuka,"Invest in your future today by trading in the Nigerian stock market.
Take the first step by opening a stockbroking account with Stanbic IBTC Stockbrokers. Send an email with StartWithZero@stanbicibtc.com to get started.
#Invest https://t.co/ZCPMJ98o2w","1,333","345,755",2.33%,31,8,4,2,0.08%,1,16,17,5,0,10,1,0,0,0,5
16/06/2023,9:54 AM,Twitter,Photo,Blessing Ubah,"Did you miss out on the enlightening session we had yesterday on how to use part of your RSA balance for a home loan? 
We got you! 😉 
Please visit https://t.co/03Zw0LVeQm to watch the replay and share it with friends and family.
#ITCANBE https://t.co/LwgOQZnGUY",952,"345,285",2.42%,23,6,1,1,0.74%,7,8,15,1,1,6,0,0,0,0,1
16/06/2023,12:35 PM,Twitter,Photo,Sophia Amuka,"With the FGN Savings Bond, backed by the full faith of the Federal Government, your investment aspirations find a secure and reliable pathway. Send an email CallMe@stanbicibtc.com to begin.
#ITCANBE https://t.co/B9v9aMfpSL","1,313","345,291",3.43%,45,11,5,1,0,0,28,28,7,0,18,3,0,0,0,7
16/06/2023,3:15 PM,Twitter,Video,Sophia Amuka,"Humble beginnings have nothing on us. With us by your side, you can achieve more.
Go for it with Stanbic IBTC Bond Fund.
Visit https://t.co/lxOeFtVjnt to begin.
#InvestForMore
#GoForIt
#ITCANBE https://t.co/OEDtCt9Z4p","1,256","345,715",1.75%,22,9,1,2,0.08%,1,9,10,3,0,4,2,0,0,0,71
16/06/2023,4:52 PM,Twitter,Photo,Sophia Amuka,"Don’t tell us you are trying to remember your dad’s birthday. 😏 
#ITCANBE https://t.co/JjGYGiCx2X","1,012","345,295",2.67%,27,6,1,1,0,0,19,19,9,3,6,1,0,0,0,9
16/06/2023,5:30 PM,Twitter,Video,Sophia Amuka,"In our unwavering commitment to the well-being and care of patients at the Primary Health Care Centre in Agbara, Ogun State, the Stanbic IBTC Investment Banking Team distributed vital medical equipment and other essential facilities.
#ITCANBE https://t.co/J5kxmcwiAR","1,296","345,836",2.55%,33,11,4,4,0,0,14,14,5,0,8,1,0,0,0,74
15/06/2023,10:06 AM,Twitter,Photo,Blessing Ubah,"You were the highlight of our live session! 💙 
Want to catch up on some conversations we had today?
Please visit https://t.co/03Zw0LVeQm to watch the replay
#ITCANBE https://t.co/KOHM6ykJCA","1,022","345,684",1.47%,15,3,4,2,0%,0,6,6,0,0,3,3,0,0,0,0
15/06/2023,10:35 AM,Twitter,Photo,Blessing Ubah,"Writing a will today, saves your kids tomorrow. Visit https://t.co/GBahfCdARH or send an email to SITLAgency@stanbicibtc.com today to get started.
#ITCANBE https://t.co/HgqFzgRw8K","1,381","345,260",1.88%,26,4,6,1,0.29%,4,11,15,1,1,7,2,0,0,0,1
15/06/2023,3:15 PM,Twitter,Photo,Blessing Ubah,"Daddy deserves an award; don’t you think so?
Here is your chance to prove that. 😊 
#ITCANBE https://t.co/HRG7RJOvDk","1,138","345,816",2.28%,26,4,4,2,0.09%,1,15,16,2,2,11,0,0,0,0,2
15/06/2023,5:30 PM,Twitter,Video, ,"Another example of our consistency! 
We remain devoted to providing exceptional end-to-end financial solutions to help you make your dreams possible. Our ability to maintain our triple A Fitch rating serves as a testament to our commitment. This accomplishment is a shared success… https://t.co/kaTB5RzJfd","1,204","345,699",0.91%,11,5,2,2,0,0,2,2,1,0,1,0,0,0,0,82
15/06/2023,6:19 PM,Twitter,Text,Blessing Ubah,"Have you ever partnered with someone in business? 
Share your experience with us.
#ITCANBE","1,737","345,271",2.01%,35,9,10,1,0,0,15,15,0,0,11,4,0,0,0,0
14/06/2023,1:11 PM,Twitter,Photo,Blessing Ubah,"Join us as we guide you through the path of turning part of your RSA balance into a home loan.​
Follow the conversation on our social media channels.​
See you at 2PM!​
#ITCANBE https://t.co/pW9Ty71KeH","1,109","348,323",1.62%,18,2,1,2,0,0,13,13,10,0,3,0,0,0,0,10
14/06/2023,1:57 PM,Twitter,Link, ,What you should know about mortgage for pension contributors https://t.co/tMSLMmD1KY,"1,894","346,397",1.48%,28,7,1,1,0.74%,14,5,19,0,0,3,2,0,0,0,0
14/06/2023,9:28 PM,Twitter,Video,Blessing Ubah,"Together, we can put an end to phone beatings,  gravity-defying charging positions and rubber band held phones 😁
With the Stanbic IBTC Device Financing you can say ‘hello’ to a new phone. 😎

#WealthWednesday
#ITCANBE https://t.co/onJhLnBUeL","1,406","346,603",3.49%,49,9,3,2,0,0,34,34,18,2,10,4,1,1,0,90
13/06/2023,9:00 AM,Twitter,Photo,Sophia Amuka,"If you want to put your money to work and achieve financial independence, FGN Bonds is a fantastic place to start. 
To get started, send an email to callme@stanbicibtc.com.
#ITCANBE https://t.co/DPRJrJdTMX","3,201","345,766",2.09%,67,10,12,3,0,0,42,42,11,3,24,4,0,0,0,11
13/06/2023,2:00 PM,Twitter,Photo,Sophia Amuka,"Do you know the magic shortcodes?​
Discover them now and open the door to a world of convenience!​

#ITCANBE https://t.co/bKrWhIiGby","1,664","346,476",5.29%,88,7,5,1,0,0,75,75,63,0,9,3,0,0,0,63
13/06/2023,6:00 PM,Twitter,Photo,Sophia Amuka,"Which one will it be for you?

#ITCANBE https://t.co/xLNpXdB3JP","4,805","348,740",1.83%,88,11,27,4,0,0,46,46,27,0,15,4,0,0,0,27
12/06/2023,8:00 AM,Twitter,Video,Sophia Amuka,"Today and always, we celebrate this gift we have from our heroes past and embrace the power to change our future.

Happy Democracy Day Nigeria!

#DemocracyDay
#ITCANBE https://t.co/wRcuRr99u3","1,626","347,041",3.38%,55,11,13,5,0,0,26,26,11,0,12,3,0,0,0,114
12/06/2023,10:00 AM,Twitter,Photo,Sophia Amuka,"You've taken the first step today, and that's something to be proud of. Challenge yourself to go one step further the next day. Maintain your momentum and see your efforts add up to something remarkable.
#ITCANBE https://t.co/kjJ0Kly8yf","1,345","345,261",2.68%,36,4,12,1,0.07%,1,18,19,4,0,14,0,0,0,0,4
12/06/2023,6:00 PM,Twitter,Photo,Sophia Amuka,"At Stanbic IBTC, we hold special gatherings for the Chinese community in order to better understand their needs and provide tailored financial solutions for them.
To know more click https://t.co/65CtZxmkoV 
#ITCANBE
#EnterpriseAcademy https://t.co/SNuDCI8IPT","1,975","345,144",1.92%,38,9,4,0,0.10%,2,23,25,19,1,1,2,0,0,1,19
11/06/2023,10:00 AM,Twitter,Photo,Sophia Amuka,"Opening an account has never been easier or quicker. In just two minutes, you can start your banking relationship with us. Visit here https://t.co/JdUGAC7DwB to get started.​

#ITCANBE https://t.co/0hg6qWhPBT","7,571","403,769",2.59%,196,18,10,8,0.33%,25,135,160,66,0,57,12,0,0,0,66
11/06/2023,2:00 PM,Twitter,Photo,Sophia Amuka,"A pension is more than just a retirement benefit; it is a doorway to financial independence in your golden years that gives peace of mind, and the freedom to live the lifestyle you want. Visit https://t.co/EOxreJGDr9  to get started on the path to an incredible future.
#ITCANBE https://t.co/TphLJl2VA3","1,795","345,742",2.06%,37,9,1,2,0.50%,9,16,25,6,0,3,7,0,0,0,6
11/06/2023,5:00 PM,Twitter,Photo,Sophia Amuka,"The Africa Trade Barometer provides a source of reliable data and insights on African markets and economies for businesses as well as businesspeople, Governments, NGOs and investors considering the continent.
Read more here https://t.co/AaB4W1ZAdn
#GoForGrowth
#ITCANBE https://t.co/OK9jmuqb7o","1,771","345,244",1.07%,19,7,1,1,0%,0,10,10,4,1,4,1,0,0,0,4
11/06/2023,8:00 PM,Twitter,Video,Sophia Amuka,"Watch as young artistes show off their talents without fear, pushing limits and daring to dream big. As you catch up on all the action from the Stanbic IBTC Talent Hunt here https://t.co/rMnsskHjpw​, feel the exciting energy as the judges' jaws drop. 
#IgniteYourFUZE​
#ITCANBE https://t.co/n2imBMx6sy","1,477","345,254",2.17%,32,4,7,1,0%,0,20,20,17,0,3,0,0,0,0,127
