Date,Time,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
20/06/2023,6:10 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CtuFWy9thN1/,"Here's how you can sell your owned stocks on the Stanbic IBTC Mobile App. All you have to do is follow the steps in the videos and voila! We will take care of the rest for you.
#Invest
#TrustedBroker
#ITCANBE",813,813,743,743,2.34%,2.56%,19,15,15,4,0
20/06/2023,8:25 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtuUzfQtA7b/,"Life insurance: A parting gift that takes care of the final tab, ensuring your farewell party doesn't leave your loved ones singing the funeral expense blues.
Contact us at insure@stanbicibtc.com or dial 01 270 6801.
#ITCANBE",854,854,770,770,4.33%,4.81%,37,19,19,17,1
19/06/2023,8:37 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ctqe-w4MnoL/,"Remember, you are your only competitor!
Keep being YOU and MORE 😉 
 #ITCANBE",783,783,723,723,2.55%,2.77%,20,19,19,0,1
19/06/2023,10:52 AM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/Ctqub3NtqEn/,"Join us in witnessing the remarkable music, dance, fashion, and tech talents as they take the world by storm. Don't miss out on the electrifying Stanbic IBTC FUZE Talent Hunt! 
Visit the link in our bio and click on 'Fuze Talent Hunt' to watch now!
#ITCANBE","5,728","5,728","5,472","5,472",2.25%,2.36%,129,120,120,4,5
19/06/2023,1:31 PM,Instagram,Photo,Damilare Oyekanmi,https://www.instagram.com/p/CtrAoP-NgWg/,"Unlock the Power of Bonds: Your Pathway to Stable Investments!
If you're curious about investing in bonds, our latest blog post has got you covered! Gain insights on how to make the most of this reliable investment option.
Visit https://bit.ly/StanbicIBTCBlog-Bond to discover the secrets of a successful bond investment.
#ITCANBE",882,882,810,810,4.20%,4.57%,37,18,18,19,0
18/06/2023,8:24 AM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/Ctn4taVNUgG/,"Dear Dads, thank you for always being there. Your unwavering love, guidance, and sacrifices have shaped us to be better every day.
Happy Father's Day 💙
#ITCANBE","1,293","1,293","1,191","1,191",3.94%,4.28%,51,46,46,2,3
18/06/2023,11:25 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtoNaaQtSjG/,"Looking to keep the banter flowing with dad?
Dial *909*1# to buy instant airtime now.
#ITCANBE",735,735,675,675,1.50%,1.63%,11,10,10,1,0
18/06/2023,3:53 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CtosG04selj/,"Fathers are awesome, that’s all we can say 😊
Let us know which of these best portrays your dad.
#ITCANBE","3,228","3,228","2,627","2,627",1.92%,2.36%,62,52,52,7,3
17/06/2023,11:35 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtlpwspMKdL/,"Stay sharp and beat those scammers at their own game.
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.​
#ScamAlert​
#ITCANBE",850,850,806,806,2.82%,2.98%,24,17,17,5,2
17/06/2023,12:58 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtlzQmkskQv/,"Invest in your future today by trading in the Nigerian stock market.
Take the first step by opening a stockbroking account with Stanbic IBTC Stockbrokers. Visit the link in our bio and click on ‘Open a Stockbroking Account’ to get started.
#Invest
#ITCANBE",935,935,890,890,2.78%,2.92%,26,21,21,4,1
17/06/2023,3:18 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CtmDTHgMIA2/,"Ready to break through limitations and take your export business to new heights? Look no further! 
Hop on over to https://bit.ly/StanbicIBTCBCCProducts  now.
#ITCANBE",805,805,628,628,2.11%,2.71%,17,9,9,8,0
16/06/2023,9:54 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Cti5aOqNAuI/,"Did you miss out on the enlightening session we had yesterday on how to use part of your RSA balance for a home loan? 
We got you! 😉 
Please visit https://bit.ly/RSAMortgageWebinar to watch the replay and share it with friends and family.
#ITCANBE","1,015","1,015",943,943,2.07%,2.23%,21,14,14,6,1
16/06/2023,1:53 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CtjUwwHsN1h/,"Embrace the power of limitless potential.
With Stanbic IBTC Bond Fund as your ally, you can soar to new heights.
Visit https://bit.ly/BondFundInvestment  to begin.
#InvestForMore
#GoForIt
#ITCANBE",928,928,841,841,2.48%,2.73%,23,20,20,1,2
16/06/2023,3:23 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/Ctje4AFNjrU/,"In our unwavering commitment to the well-being and care of patients at the Primary Health Care Centre in Agbara, Ogun State, the Stanbic IBTC Investment Banking Team has taken a step forward by distributing vital medical equipment and other essential facilities to this centre.
#ITCANBE",804,804,751,751,2.99%,3.20%,24,16,16,8,0
16/06/2023,6:02 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtjxQYhs04K/,"With the FGN Savings Bond, backed by the full faith of the Federal Government, your investment aspirations find a secure and reliable pathway. Send an email CallMe@stanbicibtc.com to begin.
#ITCANBE",630,630,567,567,2.22%,2.47%,14,10,10,3,1
16/06/2023,7:46 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ctj9KPTMo4Z/,"Don’t tell me you are trying to remember your dad’s birthday. 😏 
#ITCANBE","3,950","3,950","3,745","3,745",3.19%,3.36%,126,89,89,30,7
15/06/2023,10:06 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtgWB7es5L4/,"You were the highlight of our live session! 💙 
Want to catch up on some conversations we had today?
Please visit https://bit.ly/RSAMortgageWebinar to watch the replay
#ITCANBE",641,641,584,584,1.56%,1.71%,10,10,10,0,0
15/06/2023,10:09 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtgWVHAsVHb/,"When dads write a will, they show that they will always care for their loved ones. Visit www.stanbicibtctrustees.com or send an email to SITLAgency@stanbicibtc.com today
#ITCANBE","1,068","1,068",988,988,3.09%,3.34%,33,25,25,8,0
15/06/2023,3:15 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ctg5WiYMUwM/,"Daddy deserves an award; don’t you think so?
Here is your chance to prove that. 😊 
#ITCANBE","1,131","1,131","1,033","1,033",3.54%,3.87%,40,24,24,15,1
14/06/2023,1:11 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CteGYsasFqc/,"Join us as we guide you through the path of turning part of your RSA balance into a home loan.​
Follow the conversation on our social media channels.​
See you at 2PM!​
#ITCANBE","1,096","1,096","1,039","1,039",2.55%,2.69%,28,15,15,13,0
13/06/2023,8:16 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Cta_zr9s5ts/,"With FGN bonds, you can pave the way for a brighter future and embark on a journey towards true financial freedom. Send an email to callme@stanbicibtc.com today to get started.
#ITCANBE","1,598","1,598","1,436","1,436",4.01%,4.46%,64,24,24,39,1
13/06/2023,3:13 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ctbvh-XMkDd/,"Do you know the magic shortcodes?​
Discover them now and open the door to a world of convenience!​

#ITCANBE​","2,688","2,688","2,474","2,474",2.46%,2.67%,66,51,51,4,11
13/06/2023,3:30 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtbxeyHMRDi/,"Which one will it be for you?​
#ITCANBE​","1,805","1,805","1,632","1,632",3.38%,3.74%,61,35,35,25,1
12/06/2023,8:00 AM,Instagram,Video,Sophia Amuka,https://www.instagram.com/p/CtYZMwYNZXt/,"Today and always, we celebrate this gift we have from our heroes past and embrace the power to change our future.

Happy Democracy Day Nigeria!

#DemocracyDay
#ITCANBE","1,362","1,362","1,249","1,249",3.52%,3.84%,48,35,35,12,1
12/06/2023,10:00 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtYm6wPNieX/,"You've taken the first step today, and that's something to be proud of. Challenge yourself to go one step further the next day. Maintain your momentum and see your efforts add up to something remarkable.​

#ITCANBE​",840,840,766,766,3.45%,3.79%,29,17,17,11,1
12/06/2023,1:08 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CtY8c1Ts0pP/,"At Stanbic IBTC, we hold special gatherings for the Chinese community in order to better understand their needs and give tailored financial solutions. Customers who partner with us get access to a wide range of services and benefits that are tailored to their specific financial needs.​
For further information, please visit our website https://bit.ly/EnterpriseAcademySolutions ​

#ITCANBE​
#EnterpriseAcademy​",0,0,0,0,0,0,5,5,5,0,0
12/06/2023,6:18 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CtZf7diNbj9/,"At Stanbic IBTC, we hold special gatherings for the Chinese community in order to better understand their needs and give tailored financial solutions. Customers who partner with us get access to a wide range of services and benefits that are tailored to their specific financial needs.​
For further information, please visit our website https://bit.ly/EnterpriseAcademySolutions ​

#ITCANBE​
#EnterpriseAcademy​","1,363","1,363","1,029","1,029",3.37%,4.47%,46,35,35,9,2
11/06/2023,7:29 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtVw1wbM3GZ/,"Imagine a future in which you can live life on your own terms, pursue your passions, and enjoy the results of your labour. That is the promise of a well-planned retirement. Visit www.stanbicibtcpension.com  now to begin.
#ITCANBE",660,660,607,607,2.27%,2.47%,15,9,9,6,0
11/06/2023,1:39 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtWbLxyslp4/,"Opening an account has never been easier or quicker. In just two minutes, you can start your banking relationship with us. Visit here https://bit.ly/StanbicIBTCOnlineAccountOnboarding to get started.​

#ITCANBE​",981,981,925,925,1.12%,1.19%,11,8,8,2,1
11/06/2023,3:28 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtWnqBcMwAp/,"The Africa Trade Barometer is aimed at providing a source of reliable data and insights on African markets and economies for businesses and entrepreneurs as well as businesspeople, students, Governments, NGOs and investors considering the continent.
To read more on the report visit here https://bit.ly/StanbicIBTCTradeBarometerReport
#GoForGrowth
#ITCANBE",731,731,700,700,2.46%,2.57%,18,11,11,6,1
10/06/2023,8:32 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtTTQS_sS9V/,"Keep hoping, gather strength, and flip the pages. Your tale is not yet finished, and the best is yet to come.​
#ITCANBE​",883,883,806,806,3.17%,3.47%,28,16,16,12,0
10/06/2023,11:34 AM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CtToFaTMjv2/,"Whether it's an unforeseen emergency, food allowance, or school tuition, our quick and easy loan process can help you get the money you need. Dial *909*44# to get started.​

#ITCANBE","1,421","1,421","1,326","1,326",3.38%,3.62%,48,24,24,21,3
10/06/2023,2:22 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtT7T2mtrn2/,"Oops, forgot your password? Simply reset it with these easy steps.​
Visit your App Store or Google Play Store to download the Stanbic IBTC Super App now.​

#ITCANBE​",724,724,667,667,1.38%,1.50%,10,6,6,4,0
09/06/2023,9:24 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtQ0aVbtNqH/,"Saving is vital, but investing is so much more! Unlock your financial potential and take the first step toward a bright future. Visit https://bit.ly/StanbicIBTC_AssetManagement today and let us assist you make better financial decisions.
#ITCANBE",893,893,823,823,2.46%,2.67%,22,17,17,3,2
09/06/2023,11:33 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtRDLN7s9me/,"How has your week been? Emoji your response in the comments section.​

#ITCANBE​",486,486,444,444,2.26%,2.48%,11,10,10,0,1
09/06/2023,12:00 PM,Instagram,Photo,Kemi Amoo,https://www.instagram.com/p/CtRGRB6uBq7/,"Due to the Democracy Day holiday on Monday 12 June, our branches will be closed.
All our digital channels are always available for your banking needs.
#ITCANBE","1,296","1,296","1,193","1,193",1.47%,1.59%,19,17,17,1,1
09/06/2023,12:50 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtRL_EuNvrT/,"It's Friday! 💃 🕺​
We understand that it has been a stressful week, and you deserve a break. Cheers to the weekend!​

#Weekend​
#ITCANBE​",482,482,433,433,2.90%,3.23%,14,12,12,0,2
09/06/2023,3:23 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CtRdfxSNmOr/,"Excellent health is one of the two of life's greatest blessings, and this was why the Business Development Directorate, built a Primary Health Care Center in Kamawai Village, Plateau State.​

#ITCANBE​",667,667,605,605,1.95%,2.15%,13,10,10,1,2
09/06/2023,4:00 PM,Instagram,Photo,Kemi Amoo,https://www.instagram.com/p/CtRhwkaMhZG/,"At Stanbic IBTC Trustees Limited, we are excited about growth partnerships such as this and remain committed to delivering top-notch trust services to our customers and partners.
For more information on how to sign up, please send an email to callme@stanbicibtc.com.
#ITCANBE","1,714","1,714","1,565","1,565",2.28%,2.49%,39,36,36,3,0
09/06/2023,6:09 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtRwfjQsnmS/,"Start exploring the world of FGN Bonds and unlock the benefits of government-backed investments today to secure your financial future. Send an email CallMe@stanbicibtc.com to start your journey to financial freedom.
#ITCANBE","1,887","1,887","1,688","1,688",2.07%,2.31%,39,19,19,14,6
08/06/2023,9:54 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtOTE1sM_Ta/,"It's a fundamental right that unlocks doors of opportunities and empowers them to reach their full potential. Visit www.stanbicibtctrustees.com or send an email to SITLAgency@stanbicibtc.com today and help your child open doors to a brighter future.
#ITCANBE",544,544,497,497,1.29%,1.41%,7,7,7,0,0
08/06/2023,9:55 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtOTPwcMPZ-/,"Motor insurance is required for any ‘Idan’ who owns a vehicle, it protects them financially from potential losses and liabilities. Send an email to CallMe@stanbicibtc.com today to safeguard your asset.​

#ITCANBE",0,0,0,0,0,0,0,0,0,0,0
08/06/2023,11:35 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtOenCYMTpz/,"Motor insurance is required for any ‘Idan’ who owns a vehicle, it protects them financially from potential losses and liabilities. Send an email to CallMe@stanbicibtc.com today to safeguard your asset.​

#ITCANBE","1,323","1,323","1,240","1,240",2.65%,2.82%,35,20,20,12,3
08/06/2023,2:07 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtOwAKisq1n/,"Achieving financial freedom is a journey that requires dedication, discipline, and careful planning. Start today and enjoy the peace of mind that comes with knowing you're on the right track towards a brighter financial future!

#FinancialTip",643,643,583,583,2.02%,2.23%,13,10,10,2,1
08/06/2023,4:32 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CtPAmW1sy5m/,"Share with us below 👇 .​

#ITCANBE​",592,592,537,537,2.70%,2.98%,16,8,8,7,1
07/06/2023,11:55 AM,Instagram,Carousel,Kemi Amoo,https://www.instagram.com/p/CtL8I3JtRZn/,"With the Stanbic IBTC Pension calculator, you can see the future and own it. 
Click https://bit.ly/StanbicIBTCPensionCalculator to get started on the Stanbic IBTC Pension Calculator.
#WealthWednesday
#ITCANBE",627,627,500,500,2.07%,2.60%,13,11,11,2,0
07/06/2023,1:30 PM,Instagram,Photo,Kemi Amoo,https://www.instagram.com/p/CtMG-nLOyVP/,"Did you know that you can use your retirement savings account to fund your home loan? Join us on our YouTube Live and we'll walk you through it.
#ITCANBE",0,0,0,0,0,0,8,4,4,4,0
07/06/2023,5:06 PM,Instagram,Photo,Kemi Amoo,https://www.instagram.com/p/CtMfs-itgoD/,"Which category do you belong to 👀? Share with us in the comment section.
#ITCANBE","1,519","1,519","1,380","1,380",1.51%,1.67%,23,18,18,5,0
07/06/2023,5:39 PM,Instagram,Photo,Kemi Amoo,https://www.instagram.com/p/CtMjdmhsdxu/,"Did you know that you can use your Retirement Savings Account (RSA) balance to fund your home loan? Join us on our YouTube Live and we'll walk you through it.
Click https://bit.ly/StanbicIBTCMortgageforPensionContributors to register to attend.
#ITCANBE.",760,760,695,695,2.11%,2.30%,16,9,9,5,2
06/06/2023,12:02 PM,Instagram,Photo,Kemi Amoo,https://www.instagram.com/p/CtJYG6UNXYc/,"The Trade Club platform helps export businesses expand globally. The Africa Trade Barometer offers reliable data and insights for entrepreneurs, governments, investors, and more. Read the report here: https://bit.ly/StanbicIBTCTradeBarometerReport.

#GoForGrowth 
#ITCANBE",643,643,580,580,2.02%,2.24%,13,12,12,1,0
06/06/2023,12:46 PM,Instagram,Photo, ,https://www.instagram.com/p/CtJdObFItST/,"Tough times never last, but you know what does? The peace of mind that comes with a good investment. Embrace financial freedom by investing in the June offer of the FGN Savings Bond.

For a detailed guide on the offer and how to invest, visit the link in our bio and click on 'FGN Bond Offer' to get started.

#Invest
#ITCANBE","1,486","1,486","1,390","1,390",2.49%,2.66%,37,23,23,12,2
