Date,Time,Network,Content Type,Sent by,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Video Views,Organic Video Views,Poll Votes
22/06/2023,7:50 PM,LinkedIn,Photo,Blessing Ubah,"The streets are not smiling. ​
Be sure to protect your PIN when using the ATM. If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.​
#ScamAlert​
#ITCANBE",169,169,0.59%,1,1,1,0,0,0%,0,0,0,0,0
22/06/2023,9:02 PM,LinkedIn,Photo,Damilare Oyekanmi,"With our Ladies At The Table Empowerment Series (LATTES), you can reach your greatest potential!
Don't miss out on the opportunity to connect with inspirational women, learn essential knowledge, and embark on a transforming journey toward empowerment. Click https://lnkd.in/dhBSGDpx to reserve your spot.

#ITCANBE
#LATTES",0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/06/2023,9:07 AM,LinkedIn,Photo,Kemi Amoo,"Where are the ladies? 
We invite you to join us for the third edition of the Ladies At The Table Empowerment Series (LATTES) 3.0.
Tell your friend to tell a friend.
Don't miss out!
#LATTES
#ITCANBE",578,578,3.63%,21,18,18,0,0,0.52%,3,3,0,0,0
21/06/2023,7:28 PM,LinkedIn,Photo,Sophia Amuka,"A Private Trust serves as a foundation for asset protection, preserving family wealth, and confidentiality. Let’s help you get started on this journey now! 
#WealthWednesday 
#ITCANBE 
",906,906,3.97%,36,14,14,0,0,2.43%,22,22,0,0,0
21/06/2023,9:02 PM,LinkedIn,Video,Sophia Amuka,"You bloom when you're connected to us.
Join a community of women who mean business, join the Blue Blossom Community!
Click https://lnkd.in/d-3GFWkM to get started.
#GoBloom
#ITCANBE
",344,344,0.87%,3,1,1,0,0,0.58%,2,2,142,142,0
20/06/2023,9:25 AM,LinkedIn,Video,Blessing Ubah,"The empowerment of every Nigerian woman is the reason we created the Blue Blossom Community. As a forward-thinking organisation, we understand that uplifting women is essential for our economic growth and development.
To join the Blue Blossom Community and learn how we can help you flourish, click https://lnkd.in/d-3GFWkM.
#GoBloom
#ITCANBE
","1,358","1,358",2.14%,29,21,21,0,1,0.52%,7,7,456,456,0
20/06/2023,2:31 PM,LinkedIn,Video,Blessing Ubah,"It’s been two years since we started making millionaires and we are not stopping anytime soon. 😎 
The millionaire train is coming your way soon! 💃🏾 🕺🏾 
#Reward4Saving3
#ITCANBE
","2,847","2,847",1.86%,53,35,35,0,0,0.63%,18,18,"1,312","1,312",0
20/06/2023,5:41 PM,LinkedIn,Photo,Damilare Oyekanmi,"Shielding your precious assets is a must-do!
Discover the ultimate love language for your assets in our latest blog post, packed with tips and tricks to safeguard them.
Visit https://lnkd.in/dDXWqbAt to delve into the world of asset protection.
#ITCANBE",312,312,1.60%,5,4,4,0,0,0.32%,1,1,0,0,0
20/06/2023,6:10 PM,LinkedIn,Video,Blessing Ubah,"Here's how you can sell your owned stocks on the Stanbic IBTC Mobile App. All you have to do is follow the steps in the videos and voila! We will take care of the rest for you.
#Invest
#TrustedBroker
#ITCANBE
",479,479,0.63%,3,0,0,0,0,0.63%,3,3,122,122,0
19/06/2023,8:37 AM,LinkedIn,Photo,Blessing Ubah,"Remember, you are your only competitor!
Keep being YOU and MORE 😉 
 #ITCANBE
",976,976,3.69%,36,19,19,5,1,1.13%,11,11,0,0,0
19/06/2023,12:15 PM,LinkedIn,Video,Blessing Ubah,"Join us in witnessing the remarkable music, dance, fashion, and tech talents as they take the world by storm. Don't miss out on the electrifying Stanbic IBTC FUZE Talent Hunt! 
Click here to watch - https://lnkd.in/dcGMP87a
#ITCANBE
","1,006","1,006",0.89%,9,8,8,0,0,0.10%,1,1,346,346,0
19/06/2023,1:51 PM,LinkedIn,Photo,Damilare Oyekanmi,"Unlock the Power of Bonds: Your Pathway to Stable Investments!
If you're curious about investing in bonds, our latest blog post has got you covered! Gain insights on how to make the most of this reliable investment option.
Click https://lnkd.in/d78WEb8C to discover the secrets of a successful bond investment.
#ITCANBE",264,264,0.76%,2,0,0,0,0,0.76%,2,2,0,0,0
18/06/2023,8:24 AM,LinkedIn,Video,Blessing Ubah,"Dear Dads, thank you for always being there. Your unwavering love, guidance, and sacrifices have shaped us to be better every day.
Happy Father's Day 💙
#ITCANBE
","1,391","1,391",3.38%,47,28,28,0,3,1.15%,16,16,371,371,0
17/06/2023,11:01 AM,LinkedIn,Video,Damilare Oyekanmi,"It's never too early to start planning for an extraordinary future. You too can #RetireWell. Learn more about securing a remarkable future by starting your pension journey in the latest episode of our insightful series, ""The Party,"" from the ""Chemistry of Wealth"".
Listen to the full episode here - https://lnkd.in/dvX325S7

#ITCANBE",499,499,0.20%,1,0,0,0,0,0.20%,1,1,"5,017","5,017",0
17/06/2023,11:34 AM,LinkedIn,Photo,Blessing Ubah,"Invest in your future today by trading in the Nigerian stock market.
Take the first step by opening a stockbroking account with Stanbic IBTC Stockbrokers. Send an email with StartWithZero@stanbicibtc.com to get started.
#Invest
#ITCANBE
",435,435,2.30%,10,4,4,0,0,1.38%,6,6,0,0,0
17/06/2023,11:35 AM,LinkedIn,Photo,Blessing Ubah,"Stay sharp and beat those scammers at their own game.
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.​
#ScamAlert​
#ITCANBE
",332,332,0.30%,1,0,0,0,0,0.30%,1,1,0,0,0
17/06/2023,3:18 PM,LinkedIn,Photo,Blessing Ubah,"Ready to break through limitations and take your export business to new heights? Look no further! 
Hop on over to https://lnkd.in/dUeGQx-m  now.
#ITCANBE
","3,376","3,376",7.14%,241,13,13,0,0,6.75%,228,228,0,0,0
16/06/2023,9:54 AM,LinkedIn,Photo,Blessing Ubah,"Did you miss out on the enlightening session we had yesterday on how to use part of your RSA balance for a home loan? 
We got you! 😉 
Please visit https://lnkd.in/e-jqNZja to watch the replay and share it with friends and family.
#ITCANBE",305,305,1.64%,5,0,0,0,0,1.64%,5,5,0,0,0
16/06/2023,1:53 PM,LinkedIn,Video,Blessing Ubah,"Embrace the power of limitless potential.
With Stanbic IBTC Bond Fund as your ally, you can soar to new heights.
Visit https://lnkd.in/dJnYBFbH  to begin.
#InvestForMore
#GoForIt
#ITCANBE
",496,496,0.60%,3,2,2,0,0,0.20%,1,1,133,133,0
16/06/2023,3:18 PM,LinkedIn,Video,Blessing Ubah,"In our unwavering commitment to the well-being and care of patients at the Primary Health Care Centre in Agbara, Ogun State, the Stanbic IBTC Investment Banking Team has taken a step forward by distributing vital medical equipment and other essential facilities to this centre.
#ITCANBE
",500,500,0.80%,4,3,3,0,0,0.20%,1,1,98,98,0
16/06/2023,6:02 PM,LinkedIn,Photo,Blessing Ubah,"With the FGN Savings Bond, backed by the full faith of the Federal Government, your investment aspirations find a secure and reliable pathway. Send an email CallMe@stanbicibtc.com to begin.
#ITCANBE
",536,536,2.24%,12,4,4,0,0,1.49%,8,8,0,0,0
15/06/2023,10:06 AM,LinkedIn,Photo,Blessing Ubah,"You were the highlight of our live session! 💙 
Want to catch up on some conversations we had today?
Please visit https://lnkd.in/e-jqNZja to watch the replay
#ITCANBE",388,388,0.77%,3,0,0,0,0,0.77%,3,3,0,0,0
15/06/2023,10:14 AM,LinkedIn,Photo,Blessing Ubah,"When dads write a will, they show that they will always care for their loved ones. Visit https://lnkd.in/e6M4JuzD or send an email to SITLAgency@stanbicibtc.com today
#ITCANBE
",475,475,1.68%,8,5,5,0,0,0.63%,3,3,0,0,0
15/06/2023,4:25 PM,LinkedIn,Video,Kemi Amoo,"Another example of our consistency! 
We remain devoted to providing exceptional end-to-end financial solutions to help you make your dreams possible. Our ability to maintain our triple A Fitch rating serves as a testament to our commitment. This accomplishment is a shared success that brings advantages to us all.

#ITCANBE","1,507","1,507",2.39%,36,25,25,0,0,0.73%,11,11,339,339,0
15/06/2023,6:19 PM,LinkedIn,Text,Blessing Ubah,"Have you ever partnered with someone in business? 
Share your experience with us.
#ITCANBE
","1,007","1,007",0.99%,10,4,4,2,0,0.40%,4,4,0,0,0
14/06/2023,1:16 PM,LinkedIn,Photo,Blessing Ubah,"Join us as we guide you through the path of turning part of your RSA balance into a home loan.​
Follow the conversation on our social media channels.​
See you at 2PM!​
#ITCANBE","1,413","1,413",6.30%,89,8,8,2,0,5.59%,79,79,0,0,0
14/06/2023,1:57 PM,LinkedIn,Video, ,"What you should know about mortgage for pension contributors

Did you know that you can use your Retirement Savings Account (RSA) balance to fund your home loan? 
Join us on our session and we'll walk you through it.","6,965","6,965",7.98%,556,124,124,277,7,2.12%,148,148,"3,424","3,424",0
14/06/2023,9:27 PM,LinkedIn,Video,Blessing Ubah,"Together, we can put an end to phone beatings,  gravity-defying charging positions and rubber band held phones 😁
With the Stanbic IBTC Device Financing you can say ‘hello’ to a new phone. 😎

#WealthWednesday
#ITCANBE",506,506,0.99%,5,1,1,0,0,0.79%,4,4,112,112,0
13/06/2023,8:16 AM,LinkedIn,Photo,Blessing Ubah,"With FGN bonds, you can pave the way for a brighter future and embark on a journey towards true financial freedom. Send an email to callme@stanbicibtc.com today to get started.
#ITCANBE
",596,596,1.34%,8,4,4,0,0,0.67%,4,4,0,0,0
13/06/2023,11:07 AM,LinkedIn,Text, ,"Driving Africa's growth across sectors is what we do.
Standard Bank is a proud sponsor of the DRC Mining Week 2023! 
If you're in the Democratic Republic of Congo between 14-16 June 2023, make it a date with us as we discuss expert perspectives on the state and future of mining in Africa.
#ITCANBE",962,962,0.83%,8,1,1,0,0,0.73%,7,7,0,0,0
13/06/2023,11:49 AM,LinkedIn,Text, ,"What you should know about mortgage for pension contributors

Did you know you can use your Retirement Savings Account (RSA) balance to fund your home loan? Join us on our YouTube Live and we'll walk you through it.
Click https://lnkd.in/ew9mT-Fx to register to attend.
#ITCANBE.",278,278,5.76%,16,5,5,6,2,1.08%,3,3,0,0,0
13/06/2023,3:13 PM,LinkedIn,Photo,Blessing Ubah,"Do you know the magic shortcodes?​
Discover them now and open the door to a world of convenience!​

#ITCANBE​","1,027","1,027",2.24%,23,10,10,0,0,1.27%,13,13,0,0,0
12/06/2023,8:00 AM,LinkedIn,Video,Sophia Amuka,"Today and always, we celebrate this gift we have from our heroes past and embrace the power to change our future.

Happy Democracy Day Nigeria!


#DemocracyDay
#ITCANBE

","1,472","1,472",2.72%,40,24,24,2,2,0.82%,12,12,313,313,0
12/06/2023,10:00 AM,LinkedIn,Photo,Blessing Ubah,"You've taken the first step today, and that's something to be proud of. Challenge yourself to go one step further the next day. Maintain your momentum and see your efforts add up to something remarkable.​

#ITCANBE​",506,506,2.17%,11,7,7,0,0,0.79%,4,4,0,0,0
12/06/2023,6:18 PM,LinkedIn,Photo,Blessing Ubah,"At Stanbic IBTC, we hold special gatherings for the Chinese community in order to better understand their needs and give tailored financial solutions. Customers who partner with us get access to a wide range of services and benefits that are tailored to their specific financial needs.​
For further information, please visit our website https://lnkd.in/dYbxPQ2Z ​

#ITCANBE​
#EnterpriseAcademy​",985,985,3.65%,36,6,6,4,0,2.64%,26,26,0,0,0
11/06/2023,7:29 AM,LinkedIn,Photo,Blessing Ubah,"Imagine a future in which you can live life on your own terms, pursue your passions, and enjoy the results of your labour. That is the promise of a well-planned retirement. Visit www.stanbicibtcpension.com  now to begin.
#ITCANBE
",572,572,2.62%,15,9,9,0,0,1.05%,6,6,0,0,0
11/06/2023,1:39 PM,LinkedIn,Photo,Blessing Ubah,"Opening an account has never been easier or quicker. In just two minutes, you can start your banking relationship with us. Visit here https://lnkd.in/dafDcp26 to get started.​

#ITCANBE​",760,760,3.29%,25,10,10,0,0,1.97%,15,15,0,0,0
11/06/2023,3:28 PM,LinkedIn,Photo,Blessing Ubah,"The Africa Trade Barometer is aimed at providing a source of reliable data and insights on African markets and economies for businesses and entrepreneurs as well as businesspeople, students, Governments, NGOs and investors considering the continent.
To read more on the report visit here https://lnkd.in/d-3XZmY6
#GoForGrowth
#ITCANBE",434,434,1.15%,5,3,3,0,0,0.46%,2,2,0,0,0
11/06/2023,5:36 PM,LinkedIn,Video,Blessing Ubah,"Watch as young artists show off their talents without fear, pushing limits and daring to dream big. As you catch up on all the action from the Stanbic IBTC Talent Hunt here https://lnkd.in/d2GjNfnr​, feel the exciting energy as the judges' jaws drop. ​

#IgniteYourFUZE​​

#ITCANBE​","1,062","1,062",1.69%,18,7,7,0,1,0.94%,10,10,311,311,0
10/06/2023,2:22 PM,LinkedIn,Photo,Blessing Ubah,"Oops, forgot your password? Simply reset it with these easy steps.​
Visit your App Store or Google Play Store to download the Stanbic IBTC Super App now.​

#ITCANBE​",535,535,2.43%,13,3,3,0,0,1.87%,10,10,0,0,0
10/06/2023,4:23 PM,LinkedIn,Video, ,"Whether it's an unforeseen emergency, food allowance, or school tuition, our quick and easy loan process can help you get the money you need. Dial *909*44# to get started.​

#ITCANBE",405,405,0.25%,1,0,0,0,0,0.25%,1,1,92,92,0
10/06/2023,6:23 PM,LinkedIn,Video,Blessing Ubah,"Here's how you can buy stocks listed on the Nigerian Exchange Limited (NGX) right from the comfort of your home. ​
Download the Stanbic IBTC Mobile App, set up your profile, and follow the steps in the video.​

#Invest​
#TrustedBroker​
#ITCANBE​",435,435,0.92%,4,3,3,0,0,0.23%,1,1,74,74,0
09/06/2023,9:24 AM,LinkedIn,Photo,Blessing Ubah,"Saving is vital, but investing is so much more! Unlock your financial potential and take the first step toward a bright future. Visit https://lnkd.in/djnXDZ3d today and let us assist you make better financial decisions.
#ITCANBE
",366,366,1.09%,4,1,1,0,0,0.82%,3,3,0,0,0
09/06/2023,11:56 AM,LinkedIn,Video,Damilare Oyekanmi,"Have you ever wondered who placed dignity in labour? At Stanbic IBTC, we believe that a good Micro Pension plan is the recognition your hard work deserves. Discover more about securing a remarkable future with Micro Pension in our latest episode of the enlightening ""Chemistry of Wealth"" series.
Listen to the full episode here - https://lnkd.in/dvX325S7

#ITCANBE",787,787,1.14%,9,6,6,0,0,0.38%,3,3,199,199,0
09/06/2023,12:00 PM,LinkedIn,Photo,Kemi Amoo,"Due to the Democracy Day holiday on Monday 12 June, our branches will be closed.
All our digital channels are always available for your banking needs.
#ITCANBE",462,462,2.60%,12,6,6,0,0,1.30%,6,6,0,0,0
09/06/2023,12:01 PM,LinkedIn,Video,Damilare Oyekanmi,"Have you ever wondered who placed dignity in labour? At Stanbic IBTC, we believe that a good Micro Pension plan is the recognition your hard work deserves. Discover more about securing a remarkable future with Micro Pension in our latest episode of the enlightening ""Chemistry of Wealth"" series.
Listen to the full episode here - https://lnkd.in/dvX325S7

#ITCANBE",567,567,0.71%,4,2,2,0,0,0.35%,2,2,135,135,0
09/06/2023,3:23 PM,LinkedIn,Video,Blessing Ubah,"Excellent health is one of the two of life's greatest blessings, and this was why the Business Development Directorate, built a Primary Health Care Center in Kamawai Village, Plateau State.​

#ITCANBE​",495,495,0.40%,2,2,2,0,0,0%,0,0,79,79,0
09/06/2023,4:00 PM,LinkedIn,Photo,Kemi Amoo,"At Stanbic IBTC Trustees Limited, we are excited about growth partnerships such as this and remain committed to delivering top-notch trust services to our customers and partners.
For more information on how to sign up, please send an email to callme@stanbicibtc.com.
#ITCANBE","2,139","2,139",4.58%,98,58,58,0,1,1.82%,39,39,0,0,0
09/06/2023,6:09 PM,LinkedIn,Photo,Blessing Ubah,"Start exploring the world of FGN Bonds and unlock the benefits of government-backed investments today to secure your financial future. Send an email CallMe@stanbicibtc.com to start your journey to financial freedom.
#ITCANBE
",390,390,2.82%,11,4,4,0,0,1.79%,7,7,0,0,0
08/06/2023,9:54 AM,LinkedIn,Photo,Blessing Ubah,"It's a fundamental right that unlocks doors of opportunities and empowers them to reach their full potential. Visit https://lnkd.in/e6M4JuzD or send an email to SITLAgency@stanbicibtc.com today and help your child open doors to a brighter future.
#ITCANBE
",295,295,1.02%,3,3,3,0,0,0%,0,0,0,0,0
08/06/2023,11:23 AM,LinkedIn,Photo,Blessing Ubah,"Protect your vehicle and your peace of mind with motor insurance today. Send an email to CallMe@stanbicibtc.com today to get started.
#ITCANBE
","1,049","1,049",2.96%,31,19,19,0,2,0.95%,10,10,0,0,0
08/06/2023,2:07 PM,LinkedIn,Photo,Blessing Ubah,"Achieving financial freedom is a journey that requires dedication, discipline, and careful planning. Start today and enjoy the peace of mind that comes with knowing you're on the right track towards a brighter financial future!

#FinancialTip
",465,465,2.58%,12,8,8,0,0,0.86%,4,4,0,0,0
07/06/2023,11:55 AM,LinkedIn,Photo,Kemi Amoo,"With the Stanbic IBTC Pension calculator, you can see the future and own it. 
Click https://lnkd.in/em8EhnYQ to get started on the Stanbic IBTC Pension Calculator.
#WealthWednesday
#ITCANBE
",684,684,2.78%,19,1,1,0,0,2.63%,18,18,0,0,0
07/06/2023,1:30 PM,LinkedIn,Photo,Kemi Amoo,"Did you know that you can use your retirement savings account to fund your home loan? Join us on our YouTube Live and we'll walk you through it.
#ITCANBE
",0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2023,3:01 PM,LinkedIn,Video,Kemi Amoo,"At Stanbic IBTC, we are committed to boosting financial inclusion for women. Click https://lnkd.in/d-3GFWkM to join the 
Blue Blossom Community today and have access to financial advice, lifestyle content, capacity-building sessions, and a variety of solutions aimed at fostering the success of your business or profession. 
#GoBloom
#ITCANBE
",833,833,1.92%,16,4,4,0,0,1.44%,12,12,266,266,0
